id,name,lat,lng
B0KKBK0PT4,广州蔚星汽车充电站(江苏嘉鼎天下新能源-国创园充电站),32.02382,118.770226
B0JK6GW9H6,小桔充电汽车充电站(1865产业园),32.006476,118.79092
B0KGTN9O70,闪开汽车充电站(应天大街良辰美景站),32.00627,118.80442
B0K6C5VN6R,柚子充汽车充电站(柚子充罗廊巷停车场充电站),32.037376,118.76875
B0GDJR63UH,南京能瑞汽车充电站(西水关小游园),32.027922,118.768785
B0KAOPRBU3,峰谷智充汽车充电站(南京秦淮来凤新村小区位位充充电站鑫玉隆),32.022823,118.76962
B0KK0G5U8R,小桔充电汽车充电站(锦泽慢充站),32.007598,118.810389
B0G125KCCC,南京易充汽车充电站(易充网秦淮区紫苜路与紫金西路交叉口西南100米路边点位),32.022178,118.826458
B0K6OUTB44,南京易充汽车充电站(易充网鼓楼区南京市儿童医院路边站点),32.05126,118.77846
B0KAC51PQZ,来凤新村小区38号楼位位充社区汽车充电站,32.022853,118.769522
B0G125KXP9,南京易充汽车充电站(易充网建邺区莫愁东寓小区路边站点),32.031908,118.767087
B0K6OUVJZF,汽车充电站(鼓楼区南京市儿童医院路边站点),32.051249,118.778408
B0J2XDOG54,小桔充电汽车充电站(平安金融中心),32.041758,118.769127
B0J074G3C6,超翔汽车充电站(光华路经贸学院),32.01852,118.82564
B0J2V407NM,均悦充汽车充电站(南京翔宇大厦),32.03778,118.76789
B0I1O5BAES,万马爱充汽车充电站(万马爱充悦动产业园站),32.016508,118.770478
B0J29GTQE7,特斯拉目的地充电站(全季南京夫子庙长虹路酒店目的地充电站),32.0237,118.76696
B0L6PA84HM,理想汽车充电站(理想超充站南京秦淮区大报恩寺景区停车场),32.00686,118.78134
B0KK047YM6,小桔充电汽车充电站(建初寺停车场超充站),32.006922,118.781214
B0L6662O17,小鹏超级充电站(开放运营-小鹏S4超快充南京建初寺西南门停车场站),32.00642,118.78163
B0FFM0R0JN,速通充电汽车充电站(豆腐坊),32.017743,118.768566
B0J1KPZS29,驴充充汽车充电站(苏宁环球大厦交流充电站),32.051052,118.77423
B0GDJR474P,南京能瑞汽车充电站(天保前场),32.041543,118.767413
B0JRZPXS3F,国家电网汽车充电站(富贵山路店),32.051674,118.823492
B0KD5KLKXX,小桔充电汽车充电站(秦淮区商院路),32.014737,118.82783
